id	language_name
62529	English
467	English
25988	English
73952	English
19738	日本語
16435	English
26014	English
45418	广州话 / 廣州話
45418	English
45418	Bahasa indonesia
45418	普通话
15024	English
11366	日本語
89823	Polski
10751	Dansk
10751	Srpski
10751	svenska
38294	English
18836	Pусский
18836	English
10757	English
10757	हिन्दी
55256	suomi
23160	Magyar
23160	Slovenčina
2899	Deutsch
2899	Français
2899	العربية
2899	广州话 / 廣州話
2899	Latin
44756	English
18088	English
31010	English
20536	English
3577	Deutsch
27259	English
19448	English
14923	English
32248	日本語
47115	English
2440	English
2440	Deutsch
2440	한국어/조선말
10836	English
10836	Español
10955	English
12900	English
37998	English
37998	日本語
10978	العربية
10978	svenska
81540	English
40096	Português
11847	한국어/조선말
11847	English
11847	Français
11847	Türkçe
11847	普通话
11847	广州话 / 廣州話
52999	Français
41714	广州话 / 廣州話
41714	English
41714	Bahasa melayu
41714	普通话
41714	Tiếng Việt
11056	English
27967	English
919	English
919	日本語
57558	
13437	English
55852	
211	Deutsch
10046	English
10046	Français
10046	Deutsch
10046	Español
27245	日本語
6382	English
36243	日本語
45538	Español
48843	
22242	English
50467	English
16077	English
58255	English
2191	English
2191	Deutsch
11553	普通话
29832	
10726	English
57100	English
57100	普通话
44793	Français
35110	Deutsch
35110	Français
35110	日本語
9298	English
9298	Français
9298	Español
89591	English
13899	日本語
437	English
38901	English
37712	日本語
37266	English
14809	English
27324	日本語
33625	English
35583	English
35583	Deutsch
35848	Český
35848	Magyar
4592	English
71099	English
9025	Deutsch
2111	普通话
14752	English
14752	हिन्दी
14752	اردو
11178	English
11178	한국어/조선말
10943	English
125842	
100973	svenska
23305	हिन्दी
21707	한국어/조선말
10981	English
10918	English
30839	日本語
4612	English
36222	广州话 / 廣州話
36222	日本語
33068	English
13984	English
16184	日本語
53244	Français
14868	English
14868	Magyar
36353	Nederlands
36353	English
36353	日本語
97754	Český
97754	Español
11427	English
18072	English
4689	한국어/조선말
16209	English
45379	广州话 / 廣州話
18248	Polski
18248	English
18248	Dansk
18248	Deutsch
8441	Português
12720	日本語
21041	Nederlands
21041	English
21041	Français
21041	Deutsch
21041	svenska
5552	English
5552	Français
8325	English
10077	English
10077	普通话
11430	English
31076	Français
31076	日本語
28730	English
40432	Español
40432	Polski
26955	한국어/조선말
23986	
4326	Deutsch
16132	Nederlands
16132	English
16132	Français
16132	Deutsch
16132	Magyar
36730	English
36730	Deutsch
36730	Italiano
36730	Latin
55496	suomi
30806	English
20164	suomi
38970	English
38970	Français
38970	Italiano
32526	English
26491	English
15271	English
45572	Deutsch
45572	한국어/조선말
22076	Pусский
22076	English
16973	English
55931	English
55931	日本語
12703	English
12703	Deutsch
32250	日本語
44203	日本語
46814	suomi
46814	svenska
9282	English
5844	日本語
61485	普通话
10891	English
25334	
12540	English
60672	Deutsch
60672	Français
60672	Italiano
24241	English
24241	Español
11556	Deutsch
11556	Español
49007	English
11197	suomi
11197	svenska
14245	English
27079	English
3177	日本語
19277	English
11774	English
10855	广州话 / 廣州話
10855	English
16765	English
4972	Dansk
54764	suomi
120360	English
20162	suomi
2841	
2841	Français
2841	Deutsch
11606	English
11606	日本語
11606	ภาษาไทย
189332	Español
363	English
363	Deutsch
363	Türkçe
12140	日本語
4254	Deutsch
4254	हिन्दी
15370	日本語
16635	Afrikaans
16635	English
23520	English
1418	Español
15990	
11492	普通话
12496	日本語
17457	广州话 / 廣州話
22618	English
22618	Français
22618	Deutsch
22618	Pусский
29987	Italiano
10361	Italiano
10361	English
36763	English
36763	Français
41070	Deutsch
41070	Norsk
41070	svenska
14527	English
12542	English
32276	English
100594	suomi
14455	日本語
25757	English
24092	日本語
20357	English
21200	Français
40876	English
95536	English
95536	Français
95536	ελληνικά
95536	Italiano
95536	Português
11838	日本語
670	한국어/조선말
25500	Français
85873	English
12583	English
12583	Italiano
12583	Español
21513	日本語
12608	svenska
14190	English
14190	Norsk
49681	한국어/조선말
49681	Español
49681	
9694	日本語
12802	English
22537	日本語
9667	English
13373	English
37209	English
10304	English
40823	Português
9666	日本語
13371	English
11049	English
9316	English
9316	ภาษาไทย
11647	广州话 / 廣州話
11647	English
11647	ภาษาไทย
11647	普通话
1913	Galego
1913	Español
45693	English
2539	Español
2539	English
15177	Norsk
14770	English
5528	Français
10105	English
10105	Deutsch
38398	Norsk
1114	
179	English
179	Français
179	Português
83	English
12653	English
32233	广州话 / 廣州話
32233	English
32233	हिन्दी
55177	English
14310	普通话
24860	Nederlands
26766	English
24747	English
4836	English
4836	Română
18711	English
11190	Pусский
37918	
11866	English
12281	English
10320	English
16427	English
16427	Deutsch
30973	English
12086	Español
11420	English
57337	English
81792	日本語
3396	English
1404	Español
1404	English
1404	ਪੰਜਾਬੀ
62276	Pусский
464	English
464	Italiano
464	svenska
40974	普通话
59196	
20912	English
20912	Deutsch
20912	Español
5889	日本語
5889	Português
1126	English
10296	English
11658	한국어/조선말
20544	English
11401	English
19423	English
31781	English
9483	Deutsch
9483	Français
9483	English
1392	বাংলা
1392	English
1843	English
33102	English
291	English
88138	
28105	English
5460	English
51363	English
51363	Français
51363	Italiano
16843	English
16843	Português
4896	English
4896	Deutsch
8357	English
8357	Deutsch
8357	Español
24674	广州话 / 廣州話
24674	English
24674	普通话
24674	ภาษาไทย
3509	English
11662	Deutsch
11662	日本語
10103	한국어/조선말
33150	English
13372	English
36678	English
21754	English
23319	English
41171	English
23592	Deutsch
23592	English
47614	English
47614	Español
986	English
986	Español
70	English
70	Gaeilge
31713	English
32041	English
32041	Deutsch
32041	Polski
55309	English
38724	English
12487	日本語
56616	普通话
205	English
205	Français
150523	English
150523	Magyar
46761	Français
43872	English
5183	English
28055	Italiano
12597	English
118	English
113213	English
62143	English
62143	Magyar
62143	Kiswahili
1280	한국어/조선말
88288	English
421	English
421	Íslenska
421	Português
421	Français
421	
421	Deutsch
421	Italiano
2567	English
9833	Italiano
9833	English
6478	English
9692	English
1901	English
1901	Italiano
693	English
842	English
9953	English
9953	Português
11162	English
54291	普通话
57564	普通话
15401	English
14604	English
26275	日本語
15045	English
42420	Italiano
1853	English
11804	English
19803	English
11354	English
41613	English
61049	English
41384	English
14677	English
61988	English
61988	Español
93462	English
46021	English
40881	
147747	Deutsch
147747	English
47876	English
43150	English
66600	English
64334	Français
75976	English
69234	English
69234	Italiano
43442	English
43442	Français
43442	Norsk
25033	English
21259	English
33766	English
220690	English
22301	Français
22301	English
22301	Deutsch
21030	English
79008	English
120328	English
95466	English
26426	English
18627	日本語
39472	English
34326	日本語
10630	Deutsch
18927	English
42257	English
42257	
59143	עִבְרִית
59143	English
74122	English
58097	Español
25350	English
16442	English
7229	Français
12576	Deutsch
12576	Français
12576	Polski
12576	English
42223	Deutsch
20719	Polski
16220	English
23832	Italiano
23832	Latin
54794	English
33475	English
33472	English
33477	English
10609	English
2091	English
11633	日本語
35031	Français
12127	svenska
11626	svenska
13563	English
36430	English
9947	English
9947	日本語
6439	English
7214	English
43504	English
24749	English
17657	English
32546	Español
42390	English
42390	עִבְרִית
42390	Deutsch
26488	Dansk
26488	Español
61477	普通话
27429	English
19610	English
27549	English
43892	English
8422	Italiano
11373	Srpski
989	English
989	Español
43779	Norsk
43779	Deutsch
43779	English
43779	Français
43779	עִבְרִית
43779	Español
43779	Polski
49696	Français
49696	Italiano
49696	Română
34778	English
25970	English
100894	English
100894	Italiano
100894	
44463	English
39504	Bamanankan
39504	Français
14883	English
11423	한국어/조선말
10694	English
16410	English
26581	English
342	Deutsch
613	Magyar
613	Deutsch
613	Pусский
273	Deutsch
8978	English
8978	Srpski
8978	Español
11637	English
12142	English
12142	Português
11096	English
22559	English
8968	English
8968	Français
8968	Polski
6961	English
31165	English
2517	日本語
11413	English
24962	English
17978	English
42729	English
56655	
22383	English
22383	Español
43801	English
30923	English
41851	English
58918	English
11343	English
661	English
661	Deutsch
10310	Deutsch
36851	العربية
36851	English
147882	English
27007	English
29259	Français
53200	العربية
53200	English
53200	Deutsch
55624	Deutsch
2436	English
2436	Français
20196	English
61144	
6317	English
6317	Deutsch
68822	Français
27430	Français
43141	English
135473	English
41968	English
41968	Deutsch
34090	Nederlands
34090	English
34561	Tiếng Việt
34561	日本語
34561	普通话
45174	English
16638	English
16638	Latin
118075	English
42011	日本語
7454	English
7454	Deutsch
70498	English
63617	English
23132	日本語
23132	한국어/조선말
68348	svenska
37198	English
4935	日本語
8953	English
8953	日本語
8953	Polski
10951	广州话 / 廣州話
10951	普通话
42845	广州话 / 廣州話
193704	English
41569	English
41569	Deutsch
8488	English
13682	English
12228	English
32588	English
57825	English
57825	हिन्दी
57825	Magyar
57825	Italiano
57825	ਪੰਜਾਬੀ
57825	Español
561	English
561	Português
561	
10214	English
17880	English
8340	
6414	English
6414	日本語
6414	ภาษาไทย
27202	English
1942	English
61574	English
21433	English
52778	English
19119	English
18279	suomi
10636	Deutsch
123452	English
3040	Deutsch
3040	Pусский
18538	English
18538	Español
125953	
41475	English
44875	English
43128	English
42641	العربية
42641	English
42641	Français
42641	Italiano
42641	Español
39179	English
39179	Español
39179	svenska
13498	English
29993	English
9470	广州话 / 廣州話
36867	日本語
30698	English
12721	English
27042	English
37232	
19765	Český
19765	Deutsch
19765	Pусский
125109	English
37527	English
43492	English
43492	Cymraeg
29578	English
2926	English
54302	English
4710	English
4710	Français
4710	svenska
26243	English
10568	English
52943	Español
25103	English
5204	Magyar
5204	Italiano
5204	Español
89065	فارسی
4974	Italiano
4974	Français
4974	English
30331	English
258	Français
8016	English
8016	Deutsch
8016	Italiano
37601	Español
4235	English
4235	Français
4235	Italiano
31532	English
34614	svenska
51177	English
16186	English
10012	English
65967	Český
281189	
10022	English
10022	한국어/조선말
4551	English
4551	Pусский
30856	English
26	العربية
26	English
26	Deutsch
26	עִבְרִית
26	Italiano
26	Türkçe
2026	English
9928	English
9928	Italiano
29735	English
76264	English
15771	English
76804	
43912	English
82432	English
3115	日本語
6593	日本語
116698	English
63115	English
76403	Deutsch
76403	English
87169	
34093	English
34093	Français
38148	
77041	English
167087	Español
34196	Português
54380	Português
15443	English
36815	English
36815	Latin
111017	English
37598	English
40957	English
33539	English
41749	English
88930	English
31835	English
60966	English
85926	English
1918	עִבְרִית
20511	English
20511	Español
133382	
22377	Dansk
22377	English
22377	Tiếng Việt
22377	Deutsch
1093	Deutsch
1093	Français
45212	English
12622	日本語
25283	svenska
18047	English
15018	svenska
438	Español
438	English
438	Français
24546	Český
24546	English
57953	English
64022	
42222	English
42222	Français
42222	Deutsch
42222	Pусский
11297	한국어/조선말
11196	Dansk
33431	日本語
18770	English
18770	普通话
37988	suomi
40916	English
42837	Deutsch
1589	English
13374	English
9688	English
228890	English
10040	English
11638	Français
11638	English
11638	Polski
11638	Português
540	English
77120	
48463	
45218	English
45218	বাংলা
44540	English
21666	English
23916	English
52277	Íslenska
32208	Español
44634	English
84298	English
84298	Español
76499	English
43865	English
48598	Deutsch
72847	English
93313	English
32078	English
32078	ελληνικά
32078	普通话
26038	English
26038	Deutsch
26038	Polski
45694	Deutsch
43029	English
43029	Français
42622	English
27495	English
19884	日本語
47007	Español
37748	English
37748	Italiano
37748	Español
52302	日本語
24922	广州话 / 廣州話
24922	English
24922	普通话
39327	English
55563	
86458	English
86458	Português
22434	English
12778	English
42106	Español
16198	日本語
15283	日本語
158	Deutsch
1772	English
5996	English
5996	Français
53939	English
19665	English
19665	Français
36006	English
73604	English
16301	English
47002	日本語
14573	한국어/조선말
18774	English
44154	普通话
28448	English
38155	广州话 / 廣州話
38155	普通话
34282	English
27030	Français
120129	
22595	
42994	Italiano
42994	日本語
19545	日本語
21131	English
21131	Español
47237	English
17592	English
17113	English
187	English
14177	English
11399	Français
23638	English
7364	English
7364	Français
7364	العربية
11431	English
11431	Polski
11431	Português
52796	English
45824	English
27271	English
51945	Français
51104	English
16551	English
26332	English
24964	English
42229	Italiano
45220	English
45220	Deutsch
45220	Latin
52663	한국어/조선말
49565	Français
2029	Français
44181	English
24619	English
70926	English
37214	English
37214	日本語
37214	Italiano
37214	Deutsch
26774	English
31944	English
85673	English
85673	
62637	한국어/조선말
94794	English
50435	Français
42617	English
42617	Italiano
42617	Português
13524	English
13524	Deutsch
31219	English
19971	English
47406	Italiano
49225	English
42691	Italiano
42691	Română
9674	日本語
3875	Dansk
24182	Italiano
38770	English
74948	English
14689	English
69321	English
31321	Český
26638	Italiano
37512	Deutsch
9653	Deutsch
42637	
19673	Polski
14842	English
27883	English
41115	Italiano
41115	Español
41115	Français
32085	English
43824	English
41954	English
41954	Français
41954	Deutsch
41954	Español
42611	Français
54156	Deutsch
54156	Français
39225	English
30204	English
30204	Español
40633	English
4595	Français
26182	English
42260	Deutsch
31442	Deutsch
31442	Pусский
775	Français
775	No Language
36971	Español
50183	Deutsch
50183	Pусский
7342	English
45267	Deutsch
45267	Italiano
33641	English
13618	English
9636	English
32128	English
36984	English
48580	Français
36843	English
18871	English
18871	Español
69069	English
45713	日本語
104193	日本語
64167	English
124083	Français
124083	Wolof
68528	日本語
185987	日本語
34595	English
39851	广州话 / 廣州話
39851	English
39851	Français
45161	
84084	English
84087	English
7453	English
15961	Deutsch
6183	Deutsch
6183	Polski
8220	Español
35170	广州话 / 廣州話
35170	普通话
20187	English
38151	English
38151	Italiano
20628	English
43003	English
43003	Français
43003	Español
16250	English
10065	English
30863	
49920	English
31065	English
22033	English
37992	English
32850	English
68883	广州话 / 廣州話
43379	English
43379	Italiano
9393	Deutsch
16972	English
16972	
21325	日本語
21325	Pусский
13409	English
14287	English
24363	English
24363	Français
13073	English
13073	עִבְרִית
35384	English
113178	English
8976	English
27360	English
29078	English
38717	English
13020	English
11679	English
25007	English
1495	العربية
1495	English
1495	Italiano
1495	Latin
10066	English
10066	Pусский
1640	English
1640	فارسی
1640	Español
1640	普通话
1640	한국어/조선말
67445	English
11171	English
14750	English
43260	English
11799	English
11799	Français
11799	Deutsch
11799	Español
53116	Español
24444	日本語
83995	English
42626	English
43881	English
46594	Український
43344	Español
26614	Français
133750	Português
133750	Español
16902	English
41131	Český
41131	English
41131	Français
41131	Deutsch
41131	עִבְרִית
41131	Magyar
41131	Polski
31414	Magyar
40730	English
15318	日本語
13384	English
48993	English
9463	日本語
13163	English
26810	
20625	English
1566	English
1566	Deutsch
21997	English
30624	English
44658	Français
44658	Italiano
44658	Pусский
48130	English
48130	Français
48130	Polski
27233	日本語
41386	English
24078	English
43271	Español
26541	English
26541	ภาษาไทย
63066	Español
37720	
18050	普通话
18050	广州话 / 廣州話
18050	English
155325	Dansk
155325	English
155325	Polski
31819	English
14672	English
11628	Deutsch
11628	Italiano
10913	English
11605	English
11605	Español
16976	日本語
38643	English
10027	English
10027	Deutsch
10027	Español
2444	Deutsch
2444	Español
43429	Español
19413	Italiano
11139	Français
10837	English
32610	English
1279	한국어/조선말
1895	English
9981	English
9981	Italiano
4379	Český
4379	English
4379	Português
31200	English
37215	English
56946	
56946	Français
56946	
56946	Pусский
11019	English
28423	English
14694	Český
14694	English
14694	Français
14694	Italiano
20271	Italiano
29872	English
85014	广州话 / 廣州話
34856	English
34856	普通话
46112	
27	English
16373	English
25649	한국어/조선말
19398	Nederlands
19398	English
19398	Deutsch
19398	ภาษาไทย
100605	
43506	English
953	English
953	Français
953	Português
953	Español
953	ภาษาไทย
16605	English
42268	English
13064	English
14358	English
14358	Español
26825	English
12700	English
9291	English
19316	English
19316	普通话
34309	English
921	English
9779	English
9779	ελληνικά
9779	Español
9787	English
9787	Español
16932	Français
23825	English
787	English
787	Español
14199	English
10226	Italiano
10226	English
10226	Français
21295	English
20651	हिन्दी
56321	Français
9528	English
9528	Français
9528	Deutsch
9528	Polski
12109	English
47945	English
13935	English
20941	Español
18289	English
18289	日本語
43471	English
65579	English
3011	English
13589	English
13589	Français
11620	English
43354	English
272	English
272	اردو
272	普通话
5845	日本語
15767	日本語
15767	English
15767	广州话 / 廣州話
44524	English
44524	Français
44524	Deutsch
15648	English
15648	Deutsch
9709	English
29080	English
29080	עִבְרִית
29080	Español
10274	English
10274	Italiano
45881	English
25248	English
11451	English
25312	English
11683	English
11683	Français
11683	Italiano
11683	Polski
11683	Español
9722	English
9722	Español
2287	English
18497	العربية
18497	Français
18497	Español
47924	
43888	English
43888	Français
2994	Italiano
76094	English
1382	English
9534	Español
33908	广州话 / 廣州話
33908	日本語
33908	한국어/조선말
33908	普通话
14653	Français
9976	Italiano
9976	Deutsch
276	Deutsch
28000	English
38731	English
25876	English
93775	English
25426	English
25426	Español
38046	English
24703	English
24703	
2151	English
42491	English
102841	English
42488	English
42488	svenska
120747	English
26323	English
12574	English
115565	English
22968	English
31901	English
50536	English
15719	English
28455	English
15938	English
15938	Pусский
2095	English
2095	Latin
18503	Italiano
20914	Italiano
22553	English
26762	English
34308	English
43809	English
11588	English
74	English
16659	English
39464	日本語
28270	العربية
28270	English
28270	Français
28270	Deutsch
28270	Magyar
4889	English
1667	Français
1667	English
78293	English
78293	Français
100196	English
13014	English
13014	Português
18257	English
7233	English
78344	עִבְרִית
73376	English
9009	English
1553	Français
9738	English
14278	English
55650	svenska
125360	English
9522	English
14922	English
14922	Español
77593	English
17599	English
28706	English
48232	English
26654	English
1826	Français
54858	广州话 / 廣州話
54858	普通话
43100	Deutsch
43100	Italiano
36484	English
21886	English
84079	English
43367	English
21115	Deutsch
21115	日本語
21115	한국어/조선말
36401	Polski
38530	Polski
38516	Polski
14646	Français
10476	English
11309	English
34012	English
34012	Español
21366	English
21366	Français
21366	Deutsch
21366	Türkçe
31063	English
33693	English
1635	English
13341	Español
13341	English
1696	Español
1696	English
1665	
9775	Español
11459	English
10048	English
10048	Deutsch
10048	한국어/조선말
10048	Pусский
10048	Español
11648	English
11648	
15258	English
123049	English
42719	English
42719	Italiano
41776	English
72899	Magyar
72899	English
72899	Français
57866	English
10542	Deutsch
12497	Türkçe
12497	ελληνικά
12497	English
5237	English
32242	한국어/조선말
37632	العربية
37632	English
37632	Français
37632	עִבְרִית
37632	Український
16320	English
16320	普通话
19112	English
37640	English
193661	English
12259	हिन्दी
308	English
25074	广州话 / 廣州話
26935	한국어/조선말
5319	हिन्दी
27449	English
27449	Français
85783	English
39946	English
54139	English
26579	English
40254	한국어/조선말
18882	English
42689	English
6519	English
13919	English
25956	Español
1444	English
11453	Nederlands
11453	English
11453	Polski
11453	Português
9913	English
8292	Español
8292	English
13922	English
13922	日本語
24461	English
14166	English
14166	Español
501	English
31542	Italiano
28201	
18165	English
27292	English
57103	English
37204	English
41279	English
32051	English
37284	한국어/조선말
37254	English
18976	English
42741	Français
17110	English
25975	English
17824	English
17824	Deutsch
11328	Dansk
108348	English
15907	English
68850	العربية
68850	English
68850	Deutsch
46825	Français
22965	English
11848	English
34921	English
37270	English
27217	English
27217	Íslenska
27217	Norsk
25199	English
53857	English
306323	suomi
52660	English
85420	English
43313	English
12147	Deutsch
31977	English
31977	हिन्दी
6957	English
6957	Español
1917	Français
79684	English
16764	English
11460	English
11460	Pусский
33459	English
14674	Italiano
14134	हिन्दी
19404	हिन्दी
42034	English
35304	
94529	English
94529	Italiano
445	Français
74840	Español
9564	Deutsch
9564	Français
102081	English
21290	English
20874	ქართული
20874	Pусский
37185	广州话 / 廣州話
37185	English
37185	普通话
17186	English
14175	English
4442	English
4442	Français
4442	Deutsch
4442	Italiano
59882	English
22741	English
44413	Español
65513	Français
13169	English
9042	Český
9042	English
17926	English
15022	Český
15022	English
15022	Polski
1985	Deutsch
1985	English
1985	Italiano
1985	Kiswahili
9335	English
9335	Français
9335	Italiano
56214	English
9007	English
9007	普通话
9007	Español
9777	English
1830	العربية
1830	Deutsch
1830	English
1830	Français
1830	Pусский
1830	Español
1830	Український
1830	Türkçe
7182	English
7182	Italiano
10092	English
10092	Deutsch
10092	Português
340	English
340	Pусский
340	Український
1546	English
23703	English
47488	English
15155	English
78734	English
51277	English
61675	English
59704	Italiano
59704	English
65215	English
36832	English
17386	Français
17386	English
16374	English
16374	Kinyarwanda
14759	English
121043	
10753	广州话 / 廣州話
27053	Français
30230	English
11636	普通话
11636	广州话 / 廣州話
11636	English
44407	English
43529	English
22575	English
14286	Deutsch
14286	العربية
14286	English
61044	English
61044	Italiano
61044	Español
1676	English
27645	English
34181	Dansk
26259	普通话
77744	English
8814	日本語
8814	English
9923	English
9923	Polski
7553	English
7553	Pусский
8202	English
3118	Français
2125	English
1947	English
1947	Français
9074	English
16133	English
16133	日本語
10319	Deutsch
28001	English
49220	العربية
49220	svenska
17584	English
42168	English
29656	English
8643	English
9315	العربية
9315	Deutsch
9315	English
9315	Français
9315	Italiano
9315	日本語
3933	English
8923	English
59	English
257	English
15487	English
398	English
18651	English
30941	English
30941	Español
10254	ภาษาไทย
647	日本語
349	Français
14544	English
14544	Español
20668	English
11968	English
27176	English
14517	English
88286	
33623	Français
31227	Pусский
120515	English
36909	English
56518	Italiano
56518	Latin
17209	English
17209	Pусский
10087	English
11627	Français
11627	Deutsch
34870	Dansk
533	English
10703	广州话 / 廣州話
10703	한국어/조선말
10703	普通话
5236	English
32237	한국어/조선말
11344	한국어/조선말
11344	Pусский
9060	广州话 / 廣州話
9060	普通话
31056	Deutsch
31056	Polski
31056	Português
43807	English
43807	Français
14788	English
5471	English
5471	Íslenska
5471	Latin
19082	English
46315	Český
45799	Italiano
36498	English
9763	English
9763	Español
30082	English
56475	日本語
56475	English
24019	English
24019	Français
24019	עִבְרִית
24019	
15058	English
10017	English
10475	English
1559	English
20674	English
3527	English
27974	English
11931	English
32990	suomi
32990	svenska
17010	svenska
27759	English
21838	English
12612	English
26513	English
43110	English
10707	English
10707	Français
9910	English
38583	English
77468	svenska
15493	suomi
53864	English
142	English
56778	English
9621	English
9701	English
45899	فارسی
3291	English
34662	English
12920	English
56798	Italiano
20853	English
16608	English
25517	English
16430	English
24408	English
791	English
791	Magyar
791	Italiano
19965	English
38828	English
33241	English
53935	English
2610	English
2610	Polski
21246	English
9729	English
15276	English
191599	English
8066	English
18428	English
1656	English
1656	Italiano
1656	Español
182097	العربية
182097	עִבְרִית
41566	English
6963	Český
6963	English
215	English
2313	English
45967	日本語
37124	English
16729	Italiano
178469	العربية
178469	
178469	Pусский
31718	English
226594	svenska
226594	English
226594	Pусский
10915	Italiano
5335	Italiano
9993	English
9993	Tiếng Việt
8274	English
25918	English
29111	Français
20128	English
20128	Deutsch
20128	Magyar
20128	Srpski
26845	English
18994	English
12617	English
10799	Français
42000	日本語
36102	Italiano
3554	English
14897	Dansk
1951	English
68013	English
16022	English
23196	English
25763	Español
25763	English
35580	English
259	Français
34207	Español
32117	Italiano
19354	No Language
28170	English
10851	English
16231	English
16231	日本語
81220	English
25	English
25	Español
25	العربية
25	Latin
105299	English
15083	עִבְרִית
15083	
9982	English
13994	English
13994	Pусский
73473	Español
12877	English
11661	English
11661	Français
11661	Deutsch
11661	Latin
5620	Français
5620	Deutsch
23220	English
43440	English
43440	Español
39261	English
39261	Italiano
54801	English
28667	English
38761	English
7974	suomi
60409	Türkçe
60409	suomi
60409	English
44389	English
10060	English
46917	日本語
10033	English
231	العربية
231	English
231	فارسی
231	اردو
231	Français
231	普通话
59388	English
59388	suomi
41764	svenska
28212	Français
68098	suomi
8999	English
8999	Français
8555	English
4348	English
47540	English
10064	English
125300	English
125300	Magyar
9885	svenska
9885	English
9392	English
47473	svenska
20347	日本語
14837	English
674	English
674	Français
24625	English
69	English
69	Pусский
1833	English
44163	日本語
65045	Italiano
46591	Italiano
6795	English
11421	Français
7301	English
108843	English
16156	English
24618	English
1420	English
9005	English
13499	English
17952	English
7548	English
20436	Český
20436	English
7010	English
6529	English
20345	Italiano
15184	English
15184	Italiano
86666	English
86666	日本語
24223	English
24223	ελληνικά
24223	Pусский
24223	Türkçe
3124	English
8425	Français
44710	Français
2153	English
48121	Français
48121	Italiano
48121	Português
48121	Español
48121	English
42489	English
116	English
35124	Español
43176	English
5741	English
20416	Français
20416	English
41189	English
19215	English
84090	English
61340	
253250	English
67	العربية
67	English
64972	
411	English
411	Deutsch
254	English
1904	English
1904	日本語
9043	English
2008	English
2008	Deutsch
2008	普通话
21454	English
42687	English
27915	Español
14695	English
14695	Español
27031	日本語
55396	
917	हिन्दी
17595	English
43322	Polski
43118	Pусский
19058	English
36826	English
22908	English
42234	Português
9515	English
9515	Polski
16151	English
29595	English
9721	English
20858	English
20858	Deutsch
20858	Español
35896	English
80316	English
23478	English
92272	English
92272	Français
84847	English
43812	English
23606	日本語
2777	한국어/조선말
25651	한국어/조선말
25650	한국어/조선말
8290	Deutsch
8290	Français
8290	English
17382	Italiano
8053	English
8053	Español
20003	English
20003	Italiano
43350	English
11466	English
11466	svenska
21040	svenska
13653	Español
36775	English
36775	Deutsch
36775	Español
56373	English
56373	Italiano
612	العربية
612	Deutsch
612	ελληνικά
612	English
612	Français
612	עִבְרִית
612	Italiano
612	Pусский
9899	English
546	English
2800	English
2800	Español
9641	English
7552	English
9927	English
9681	English
10773	English
18840	English
18840	Français
18840	普通话
18840	Pусский
18840	Español
18189	English
4495	Español
22014	العربية
22014	Français
18614	Polski
22975	English
10597	English
88953	Český
10809	Español
13925	English
13925	No Language
9687	English
33081	हिन्दी
20546	English
20530	日本語
9568	Italiano
9568	Deutsch
9568	English
43899	English
107667	Español
18809	English
17835	English
17835	Pусский
6935	Français
20641	English
154105	English
66192	English
11400	English
37910	日本語
90967	English
13669	English
13669	Deutsch
60566	English
60566	Español
30095	English
16665	English
16665	
63395	English
43355	English
14241	English
79406	日本語
92285	English
42269	Italiano
38785	
55544	No Language
4550	English
4550	日本語
4550	한국어/조선말
36380	Polski
68646	
16433	English
30669	English
78315	English
44345	English
46041	English
46041	Deutsch
21735	English
21735	Français
21735	Deutsch
6934	isiZulu
174865	English
34081	English
10045	Français
168705	English
168705	Português
1690	English
9900	English
9900	Português
9044	English
9918	English
17379	English
17379	Français
10982	English
25608	English
834	English
834	Français
834	Magyar
25890	English
39345	Dansk
39345	English
39345	Italiano
44940	English
26782	Український
37865	English
37865	Português
27742	日本語
72856	English
4772	English
14226	日本語
14226	普通话
2455	Français
12701	English
21519	广州话 / 廣州話
21519	Português
27622	English
43626	English
43626	Magyar
16553	English
25652	한국어/조선말
45802	Français
39788	Polski
12517	Français
65891	English
24580	English
11246	English
49683	English
52728	日本語
23957	English
49653	Pусский
27344	English
7295	English
7295	Magyar
78237	Español
29952	Español
28638	日本語
14942	English
7509	हिन्दी
24269	English
2117	Deutsch
47250	English
36768	suomi
29040	suomi
9912	English
9912	Français
9912	Pусский
24163	广州话 / 廣州話
1969	English
1969	Español
31858	English
8435	English
34187	English
12116	Français
53367	English
38349	English
124484	日本語
45759	
11183	Français
13275	English
11565	English
11283	English
97936	English
19416	
17	English
17	Cymraeg
27568	English
27629	Français
27629	English
45726	English
33117	English
108994	English
54227	English
25167	广州话 / 廣州話
25167	English
25167	Pусский
16452	English
61105	English
31894	English
9286	English
86168	English
15363	English
15363	Español
30712	English
31416	English
292	English
292	Deutsch
37631	English
77291	Português
196918	Français
1544	English
1651	Français
33095	Français
33799	English
33799	Français
42328	Español
42328	English
31432	
61559	العربية
61559	English
20981	English
12096	English
33061	English
5145	Español
5145	English
9975	English
9754	English
36495	English
36495	Pусский
52612	Français
23965	English
23965	Deutsch
29269	日本語
10053	English
10263	English
7515	English
15675	English
9959	English
9959	Italiano
14256	English
9036	English
10073	English
7304	English
7304	Pусский
16781	English
16781	Español
24432	English
9920	English
9920	Tiếng Việt
10025	English
9682	English
9682	Polski
17700	English
2207	English
14086	Italiano
14887	English
44435	English
18747	广州话 / 廣州話
18747	English
18747	普通话
9756	English
34581	English
6877	English
14609	English
14609	Español
950	English
10912	English
9968	English
4173	English
4173	Français
4173	Deutsch
4173	Italiano
4173	Español
43386	English
10116	English
10116	日本語
